Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season
F1,20/09/14,00:00,Toulouse,Caen,3.0,3.0,D,1.0,1.0,D,23.0,12.0,7.0,5.0,4.0,6.0,10.0,15.0,2.0,3.0,0.0,0.0,
F1,21/09/14,00:00,Lens,St Etienne,0.0,1.0,A,0.0,0.0,D,9.0,15.0,4.0,3.0,5.0,7.0,15.0,13.0,2.0,2.0,0.0,0.0,
F1,21/09/14,00:00,Lille,Montpellier,0.0,0.0,D,0.0,0.0,D,13.0,5.0,2.0,0.0,7.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,
F1,21/09/14,00:00,Monaco,Guingamp,1.0,0.0,H,1.0,0.0,H,19.0,3.0,7.0,2.0,6.0,2.0,15.0,17.0,3.0,2.0,0.0,0.0,
F1,21/09/14,00:00,Paris SG,Lyon,1.0,1.0,D,1.0,0.0,H,12.0,9.0,3.0,5.0,4.0,2.0,13.0,17.0,3.0,1.0,0.0,0.0,
F1,23/09/14,00:00,Reims,Marseille,0.0,5.0,A,0.0,2.0,A,10.0,21.0,3.0,11.0,3.0,6.0,17.0,14.0,1.0,1.0,0.0,0.0,
F1,23/09/14,00:00,Rennes,Toulouse,0.0,3.0,A,0.0,1.0,A,16.0,9.0,4.0,5.0,6.0,7.0,14.0,10.0,3.0,3.0,0.0,0.0,
F1,24/09/14,00:00,Bastia,Nantes,0.0,0.0,D,0.0,0.0,D,4.0,14.0,0.0,2.0,4.0,6.0,11.0,17.0,2.0,2.0,1.0,0.0,
F1,24/09/14,00:00,Caen,Paris SG,0.0,2.0,A,0.0,1.0,A,14.0,16.0,3.0,8.0,2.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,
F1,24/09/14,00:00,Evian Thonon Gaillard,Lens,2.0,1.0,H,2.0,0.0,H,14.0,9.0,3.0,4.0,4.0,2.0,7.0,16.0,0.0,0.0,0.0,0.0,
F1,24/09/14,00:00,Guingamp,Metz,0.0,1.0,A,0.0,1.0,A,12.0,9.0,1.0,4.0,7.0,8.0,10.0,29.0,1.0,2.0,0.0,1.0,
F1,24/09/14,00:00,Lyon,Lorient,4.0,0.0,H,2.0,0.0,H,14.0,13.0,9.0,2.0,5.0,7.0,7.0,12.0,0.0,1.0,0.0,0.0,
F1,24/09/14,00:00,Montpellier,Monaco,0.0,1.0,A,0.0,0.0,D,9.0,13.0,3.0,7.0,4.0,4.0,9.0,15.0,1.0,1.0,0.0,0.0,
F1,24/09/14,00:00,Nice,Lille,1.0,0.0,H,1.0,0.0,H,9.0,6.0,3.0,3.0,11.0,2.0,15.0,16.0,1.0,1.0,0.0,0.0,
F1,25/09/14,00:00,St Etienne,Bordeaux,1.0,1.0,D,1.0,1.0,D,22.0,3.0,7.0,2.0,11.0,1.0,18.0,19.0,1.0,3.0,0.0,0.0,
F1,27/09/14,00:00,Lille,Bastia,1.0,0.0,H,1.0,0.0,H,19.0,8.0,7.0,2.0,5.0,1.0,10.0,20.0,3.0,3.0,0.0,0.0,
F1,27/09/14,00:00,Lorient,Evian Thonon Gaillard,0.0,2.0,A,0.0,1.0,A,16.0,5.0,4.0,3.0,9.0,3.0,12.0,13.0,1.0,2.0,1.0,0.0,
F1,27/09/14,00:00,Metz,Reims,3.0,0.0,H,0.0,0.0,D,17.0,4.0,9.0,1.0,4.0,3.0,14.0,10.0,0.0,1.0,0.0,2.0,
F1,27/09/14,00:00,Monaco,Nice,0.0,1.0,A,0.0,1.0,A,8.0,8.0,1.0,2.0,5.0,2.0,13.0,23.0,2.0,4.0,0.0,0.0,
F1,27/09/14,00:00,Montpellier,Guingamp,2.0,1.0,H,0.0,0.0,D,9.0,11.0,5.0,6.0,5.0,4.0,14.0,21.0,0.0,3.0,0.0,1.0,
F1,27/09/14,00:00,Toulouse,Paris SG,1.0,1.0,D,1.0,1.0,D,11.0,8.0,5.0,2.0,4.0,5.0,23.0,16.0,0.0,3.0,0.0,0.0,
F1,28/09/14,00:00,Bordeaux,Rennes,2.0,1.0,H,0.0,0.0,D,14.0,12.0,4.0,6.0,3.0,3.0,8.0,8.0,1.0,1.0,0.0,0.0,
F1,28/09/14,00:00,Lens,Caen,0.0,0.0,D,0.0,0.0,D,9.0,13.0,2.0,2.0,1.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,
F1,28/09/14,00:00,Marseille,St Etienne,2.0,1.0,H,2.0,0.0,H,14.0,11.0,8.0,5.0,6.0,1.0,8.0,12.0,1.0,2.0,0.0,0.0,
F1,28/09/14,00:00,Nantes,Lyon,1.0,1.0,D,0.0,0.0,D,14.0,10.0,4.0,5.0,5.0,3.0,13.0,9.0,2.0,1.0,0.0,0.0,
F1,03/10/14,00:00,Reims,Bordeaux,1.0,0.0,H,1.0,0.0,H,7.0,12.0,0.0,3.0,6.0,4.0,16.0,10.0,2.0,2.0,0.0,0.0,
F1,04/10/14,00:00,Bastia,Lorient,0.0,2.0,A,0.0,0.0,D,6.0,14.0,3.0,6.0,3.0,3.0,17.0,15.0,1.0,2.0,0.0,0.0,
F1,04/10/14,00:00,Caen,Marseille,1.0,2.0,A,0.0,0.0,D,11.0,22.0,4.0,9.0,4.0,9.0,10.0,11.0,0.0,1.0,0.0,0.0,
F1,04/10/14,00:00,Evian Thonon Gaillard,Metz,3.0,0.0,H,0.0,0.0,D,8.0,8.0,2.0,3.0,2.0,3.0,22.0,24.0,1.0,5.0,0.0,0.0,
F1,04/10/14,00:00,Nice,Montpellier,1.0,1.0,D,0.0,0.0,D,10.0,7.0,2.0,2.0,4.0,3.0,13.0,16.0,1.0,3.0,0.0,0.0,
F1,04/10/14,00:00,Rennes,Lens,2.0,0.0,H,0.0,0.0,D,16.0,8.0,7.0,1.0,6.0,7.0,9.0,7.0,1.0,1.0,0.0,0.0,
F1,05/10/14,00:00,Guingamp,Nantes,0.0,1.0,A,0.0,1.0,A,16.0,12.0,4.0,3.0,6.0,5.0,9.0,16.0,1.0,3.0,0.0,0.0,
F1,05/10/14,00:00,Lyon,Lille,3.0,0.0,H,2.0,0.0,H,14.0,12.0,6.0,2.0,3.0,1.0,21.0,20.0,1.0,4.0,0.0,0.0,
F1,05/10/14,00:00,Paris SG,Monaco,1.0,1.0,D,0.0,0.0,D,7.0,15.0,2.0,5.0,2.0,7.0,11.0,17.0,3.0,2.0,0.0,0.0,
F1,05/10/14,00:00,St Etienne,Toulouse,0.0,1.0,A,0.0,1.0,A,21.0,7.0,1.0,1.0,10.0,2.0,14.0,16.0,1.0,1.0,0.0,0.0,
F1,17/10/14,00:00,Lens,Paris SG,1.0,3.0,A,1.0,2.0,A,12.0,15.0,4.0,8.0,3.0,0.0,16.0,8.0,0.0,0.0,2.0,1.0,
F1,18/10/14,00:00,Lille,Guingamp,1.0,2.0,A,0.0,1.0,A,29.0,6.0,10.0,4.0,9.0,1.0,8.0,17.0,3.0,2.0,0.0,1.0,
F1,18/10/14,00:00,Lorient,St Etienne,0.0,1.0,A,0.0,0.0,D,3.0,15.0,1.0,6.0,3.0,7.0,13.0,15.0,2.0,2.0,0.0,0.0,
F1,18/10/14,00:00,Metz,Rennes,0.0,0.0,D,0.0,0.0,D,13.0,14.0,3.0,3.0,6.0,7.0,8.0,11.0,2.0,0.0,0.0,0.0,
F1,18/10/14,00:00,Monaco,Evian Thonon Gaillard,2.0,0.0,H,1.0,0.0,H,9.0,11.0,4.0,3.0,0.0,4.0,15.0,12.0,3.0,3.0,0.0,0.0,
F1,18/10/14,00:00,Nantes,Reims,1.0,1.0,D,1.0,0.0,H,10.0,12.0,4.0,6.0,3.0,2.0,12.0,14.0,2.0,4.0,0.0,0.0,
F1,18/10/14,00:00,Nice,Bastia,0.0,1.0,A,0.0,0.0,D,19.0,3.0,4.0,1.0,7.0,1.0,15.0,13.0,3.0,3.0,0.0,0.0,
F1,19/10/14,00:00,Bordeaux,Caen,1.0,1.0,D,1.0,0.0,H,12.0,11.0,1.0,4.0,5.0,6.0,12.0,20.0,2.0,3.0,0.0,0.0,
F1,19/10/14,00:00,Lyon,Montpellier,5.0,1.0,H,2.0,0.0,H,20.0,10.0,11.0,2.0,7.0,6.0,18.0,11.0,6.0,3.0,0.0,0.0,
F1,19/10/14,00:00,Marseille,Toulouse,2.0,0.0,H,2.0,0.0,H,15.0,7.0,5.0,1.0,9.0,3.0,17.0,22.0,2.0,3.0,0.0,0.0,
F1,24/10/14,00:00,Toulouse,Lens,0.0,2.0,A,0.0,2.0,A,16.0,7.0,4.0,2.0,15.0,2.0,8.0,10.0,1.0,2.0,0.0,0.0,
F1,25/10/14,00:00,Bastia,Monaco,1.0,3.0,A,1.0,1.0,D,9.0,17.0,5.0,8.0,4.0,5.0,12.0,19.0,3.0,2.0,0.0,0.0,
F1,25/10/14,00:00,Caen,Lorient,2.0,1.0,H,1.0,1.0,D,14.0,8.0,5.0,2.0,3.0,4.0,10.0,15.0,1.0,3.0,0.0,0.0,
F1,25/10/14,00:00,Evian Thonon Gaillard,Nantes,0.0,2.0,A,0.0,1.0,A,9.0,14.0,0.0,7.0,2.0,4.0,9.0,16.0,2.0,2.0,0.0,0.0,
F1,25/10/14,00:00,Paris SG,Bordeaux,3.0,0.0,H,1.0,0.0,H,11.0,8.0,5.0,1.0,5.0,4.0,16.0,11.0,2.0,0.0,1.0,1.0,
F1,25/10/14,00:00,Reims,Montpellier,1.0,0.0,H,0.0,0.0,D,12.0,13.0,1.0,5.0,5.0,6.0,15.0,12.0,3.0,0.0,0.0,0.0,
F1,26/10/14,00:00,Guingamp,Nice,2.0,7.0,A,1.0,4.0,A,14.0,13.0,5.0,10.0,5.0,7.0,12.0,15.0,0.0,1.0,0.0,0.0,
F1,26/10/14,00:00,Lyon,Marseille,1.0,0.0,H,0.0,0.0,D,10.0,11.0,5.0,4.0,3.0,3.0,25.0,19.0,1.0,3.0,0.0,0.0,
F1,26/10/14,00:00,Rennes,Lille,2.0,0.0,H,0.0,0.0,D,12.0,7.0,6.0,3.0,5.0,4.0,12.0,6.0,1.0,2.0,0.0,0.0,
F1,26/10/14,00:00,St Etienne,Metz,1.0,0.0,H,0.0,0.0,D,12.0,10.0,5.0,1.0,12.0,1.0,6.0,16.0,1.0,2.0,0.0,0.0,
F1,31/10/14,00:00,Monaco,Reims,1.0,1.0,D,1.0,0.0,H,12.0,7.0,5.0,1.0,6.0,5.0,9.0,15.0,1.0,2.0,0.0,0.0,
F1,01/11/14,00:00,Guingamp,Bastia,1.0,0.0,H,1.0,0.0,H,9.0,7.0,2.0,3.0,4.0,5.0,13.0,9.0,2.0,1.0,0.0,0.0,
F1,01/11/14,00:00,Lille,St Etienne,1.0,1.0,D,1.0,0.0,H,17.0,7.0,8.0,3.0,6.0,7.0,10.0,13.0,2.0,2.0,0.0,0.0,
F1,01/11/14,00:00,Lorient,Paris SG,1.0,2.0,A,1.0,0.0,H,17.0,12.0,5.0,8.0,2.0,4.0,15.0,17.0,2.0,0.0,0.0,0.0,
F1,01/11/14,00:00,Metz,Caen,3.0,2.0,H,1.0,0.0,H,11.0,12.0,4.0,3.0,0.0,5.0,15.0,6.0,2.0,0.0,0.0,1.0,
F1,01/11/14,00:00,Montpellier,Evian Thonon Gaillard,2.0,0.0,H,1.0,0.0,H,14.0,7.0,6.0,1.0,4.0,5.0,13.0,19.0,2.0,1.0,0.0,0.0,
F1,01/11/14,00:00,Nice,Lyon,1.0,3.0,A,0.0,0.0,D,9.0,16.0,3.0,8.0,5.0,5.0,15.0,19.0,3.0,2.0,0.0,0.0,
F1,02/11/14,00:00,Bordeaux,Toulouse,2.0,1.0,H,0.0,0.0,D,13.0,10.0,3.0,2.0,4.0,9.0,11.0,24.0,0.0,4.0,0.0,0.0,
F1,02/11/14,00:00,Marseille,Lens,2.0,1.0,H,1.0,1.0,D,14.0,15.0,5.0,4.0,9.0,2.0,12.0,16.0,2.0,1.0,1.0,0.0,
F1,02/11/14,00:00,Nantes,Rennes,1.0,1.0,D,1.0,1.0,D,12.0,2.0,3.0,1.0,6.0,2.0,12.0,18.0,3.0,3.0,0.0,0.0,
F1,07/11/14,00:00,Rennes,Lorient,1.0,0.0,H,0.0,0.0,D,8.0,6.0,3.0,2.0,1.0,3.0,16.0,12.0,3.0,3.0,0.0,0.0,
F1,08/11/14,00:00,Bastia,Montpellier,2.0,0.0,H,2.0,0.0,H,10.0,7.0,5.0,1.0,2.0,5.0,21.0,17.0,2.0,3.0,0.0,0.0,
F1,08/11/14,00:00,Caen,Nantes,1.0,2.0,A,1.0,1.0,D,13.0,7.0,5.0,3.0,10.0,1.0,9.0,12.0,0.0,3.0,0.0,0.0,
F1,08/11/14,00:00,Evian Thonon Gaillard,Nice,1.0,0.0,H,0.0,0.0,D,10.0,8.0,2.0,4.0,3.0,5.0,14.0,17.0,1.0,3.0,0.0,0.0,
F1,08/11/14,00:00,Lens,Bordeaux,1.0,2.0,A,0.0,2.0,A,8.0,12.0,2.0,3.0,6.0,2.0,10.0,10.0,2.0,3.0,0.0,0.0,
F1,08/11/14,00:00,Toulouse,Metz,3.0,0.0,H,1.0,0.0,H,11.0,12.0,4.0,2.0,6.0,2.0,18.0,18.0,1.0,1.0,0.0,0.0,
F1,09/11/14,00:00,Lyon,Guingamp,3.0,1.0,H,2.0,1.0,H,13.0,11.0,6.0,5.0,8.0,3.0,21.0,9.0,1.0,1.0,0.0,0.0,
F1,09/11/14,00:00,Paris SG,Marseille,2.0,0.0,H,1.0,0.0,H,21.0,17.0,10.0,2.0,6.0,8.0,15.0,12.0,1.0,0.0,0.0,1.0,
F1,09/11/14,00:00,Reims,Lille,2.0,0.0,H,2.0,0.0,H,18.0,9.0,11.0,2.0,9.0,3.0,15.0,16.0,2.0,3.0,0.0,1.0,
F1,09/11/14,00:00,St Etienne,Monaco,1.0,1.0,D,0.0,1.0,A,11.0,6.0,3.0,2.0,5.0,1.0,11.0,19.0,2.0,2.0,0.0,1.0,
F1,21/11/14,00:00,Metz,Paris SG,2.0,3.0,A,0.0,2.0,A,14.0,14.0,4.0,9.0,3.0,3.0,16.0,13.0,4.0,1.0,0.0,0.0,
F1,22/11/14,00:00,Bastia,Lyon,0.0,0.0,D,0.0,0.0,D,9.0,7.0,2.0,1.0,4.0,6.0,19.0,17.0,4.0,1.0,0.0,0.0,
F1,22/11/14,00:00,Guingamp,Rennes,0.0,1.0,A,0.0,1.0,A,16.0,13.0,2.0,5.0,7.0,4.0,11.0,17.0,2.0,3.0,0.0,0.0,
F1,22/11/14,00:00,Lorient,Lens,1.0,0.0,H,1.0,0.0,H,24.0,5.0,13.0,1.0,8.0,1.0,14.0,14.0,1.0,0.0,0.0,1.0,
F1,22/11/14,00:00,Monaco,Caen,2.0,2.0,D,1.0,0.0,H,25.0,13.0,9.0,3.0,7.0,4.0,9.0,17.0,0.0,2.0,0.0,0.0,
F1,22/11/14,00:00,Nice,Reims,0.0,0.0,D,0.0,0.0,D,13.0,10.0,3.0,2.0,6.0,5.0,13.0,15.0,2.0,2.0,0.0,0.0,
F1,23/11/14,00:00,Marseille,Bordeaux,3.0,1.0,H,0.0,0.0,D,26.0,12.0,12.0,4.0,4.0,7.0,11.0,15.0,0.0,1.0,0.0,0.0,
F1,23/11/14,00:00,Montpellier,Toulouse,2.0,0.0,H,1.0,0.0,H,19.0,7.0,7.0,1.0,2.0,5.0,15.0,18.0,1.0,2.0,0.0,0.0,
F1,23/11/14,00:00,Nantes,St Etienne,0.0,0.0,D,0.0,0.0,D,11.0,13.0,7.0,5.0,7.0,3.0,17.0,11.0,2.0,3.0,0.0,0.0,
F1,28/11/14,00:00,Marseille,Nantes,2.0,0.0,H,2.0,0.0,H,15.0,13.0,4.0,4.0,5.0,8.0,9.0,11.0,1.0,2.0,0.0,0.0,
F1,29/11/14,00:00,Caen,Montpellier,1.0,1.0,D,1.0,1.0,D,21.0,8.0,8.0,4.0,7.0,6.0,11.0,11.0,2.0,0.0,0.0,0.0,
F1,29/11/14,00:00,Lens,Metz,2.0,0.0,H,0.0,0.0,D,15.0,6.0,4.0,1.0,5.0,1.0,8.0,17.0,1.0,3.0,0.0,0.0,
F1,29/11/14,00:00,Paris SG,Nice,1.0,0.0,H,1.0,0.0,H,10.0,9.0,2.0,4.0,4.0,5.0,7.0,12.0,1.0,2.0,0.0,0.0,
F1,29/11/14,00:00,Reims,Bastia,2.0,1.0,H,1.0,1.0,D,11.0,7.0,4.0,3.0,6.0,3.0,14.0,10.0,0.0,1.0,0.0,0.0,
F1,29/11/14,00:00,Rennes,Monaco,2.0,0.0,H,2.0,0.0,H,6.0,9.0,3.0,3.0,5.0,7.0,10.0,9.0,1.0,2.0,0.0,0.0,
F1,29/11/14,00:00,Toulouse,Lorient,2.0,3.0,A,1.0,0.0,H,14.0,15.0,4.0,9.0,1.0,4.0,15.0,7.0,1.0,0.0,0.0,0.0,
F1,30/11/14,00:00,Bordeaux,Lille,1.0,0.0,H,0.0,0.0,D,13.0,7.0,2.0,1.0,5.0,2.0,8.0,11.0,0.0,1.0,0.0,0.0,
F1,30/11/14,00:00,Evian Thonon Gaillard,Guingamp,2.0,0.0,H,0.0,0.0,D,9.0,12.0,3.0,5.0,4.0,5.0,13.0,8.0,1.0,1.0,0.0,0.0,
F1,30/11/14,00:00,St Etienne,Lyon,3.0,0.0,H,2.0,0.0,H,11.0,12.0,5.0,3.0,4.0,6.0,22.0,13.0,1.0,0.0,0.0,0.0,
F1,02/12/14,00:00,Lorient,Marseille,1.0,1.0,D,1.0,1.0,D,11.0,16.0,3.0,8.0,4.0,5.0,9.0,14.0,0.0,1.0,0.0,0.0,
F1,02/12/14,00:00,Monaco,Lens,2.0,0.0,H,0.0,0.0,D,8.0,14.0,5.0,3.0,5.0,2.0,12.0,19.0,0.0,2.0,1.0,0.0,
F1,02/12/14,00:00,Nantes,Toulouse,1.0,2.0,A,0.0,1.0,A,17.0,8.0,4.0,2.0,3.0,4.0,10.0,15.0,1.0,3.0,0.0,0.0,
F1,03/12/14,00:00,Bastia,Evian Thonon Gaillard,1.0,2.0,A,1.0,0.0,H,10.0,8.0,3.0,4.0,10.0,2.0,18.0,13.0,4.0,3.0,0.0,0.0,
F1,03/12/14,00:00,Guingamp,Caen,5.0,1.0,H,2.0,1.0,H,17.0,5.0,9.0,2.0,6.0,4.0,9.0,13.0,2.0,1.0,0.0,1.0,
F1,03/12/14,00:00,Lille,Paris SG,1.0,1.0,D,1.0,1.0,D,18.0,15.0,5.0,8.0,2.0,7.0,14.0,16.0,0.0,1.0,0.0,0.0,
F1,03/12/14,00:00,Metz,Bordeaux,0.0,0.0,D,0.0,0.0,D,10.0,13.0,4.0,1.0,4.0,3.0,21.0,15.0,3.0,2.0,0.0,0.0,
F1,03/12/14,00:00,Montpellier,St Etienne,0.0,2.0,A,0.0,2.0,A,9.0,9.0,3.0,6.0,6.0,3.0,10.0,22.0,2.0,0.0,0.0,1.0,
F1,03/12/14,00:00,Nice,Rennes,1.0,2.0,A,0.0,1.0,A,10.0,4.0,3.0,2.0,7.0,0.0,13.0,16.0,2.0,1.0,0.0,0.0,
F1,04/12/14,00:00,Lyon,Reims,2.0,1.0,H,1.0,1.0,D,17.0,12.0,5.0,5.0,4.0,3.0,20.0,14.0,1.0,1.0,0.0,0.0,
F1,05/12/14,00:00,Toulouse,Monaco,0.0,2.0,A,0.0,1.0,A,11.0,10.0,1.0,5.0,6.0,7.0,15.0,13.0,1.0,2.0,0.0,0.0,
F1,06/12/14,00:00,Bordeaux,Lorient,3.0,2.0,H,1.0,1.0,D,23.0,15.0,11.0,4.0,13.0,5.0,8.0,6.0,0.0,1.0,0.0,0.0,
F1,06/12/14,00:00,Caen,Nice,2.0,3.0,A,2.0,1.0,H,15.0,18.0,5.0,10.0,7.0,5.0,18.0,14.0,2.0,1.0,0.0,0.0,
F1,06/12/14,00:00,Paris SG,Nantes,2.0,1.0,H,1.0,1.0,D,12.0,3.0,4.0,2.0,5.0,2.0,10.0,16.0,1.0,2.0,0.0,0.0,
F1,06/12/14,00:00,Rennes,Montpellier,0.0,4.0,A,0.0,1.0,A,15.0,11.0,3.0,10.0,7.0,2.0,9.0,14.0,2.0,1.0,0.0,0.0,
F1,06/12/14,00:00,St Etienne,Bastia,1.0,0.0,H,0.0,0.0,D,14.0,12.0,2.0,3.0,5.0,3.0,10.0,10.0,1.0,1.0,0.0,0.0,
F1,07/12/14,00:00,Evian Thonon Gaillard,Lyon,2.0,3.0,A,1.0,0.0,H,6.0,20.0,2.0,8.0,1.0,6.0,16.0,22.0,2.0,3.0,0.0,0.0,
F1,07/12/14,00:00,Lens,Lille,1.0,1.0,D,0.0,0.0,D,14.0,5.0,3.0,2.0,10.0,2.0,18.0,6.0,4.0,1.0,0.0,0.0,
F1,07/12/14,00:00,Marseille,Metz,3.0,1.0,H,1.0,0.0,H,16.0,14.0,7.0,5.0,4.0,5.0,9.0,9.0,0.0,1.0,0.0,0.0,
F1,07/12/14,00:00,Reims,Guingamp,2.0,3.0,A,1.0,1.0,D,14.0,7.0,5.0,5.0,7.0,3.0,15.0,21.0,2.0,3.0,0.0,0.0,
F1,12/12/14,00:00,Lyon,Caen,3.0,0.0,H,1.0,0.0,H,23.0,9.0,12.0,2.0,7.0,2.0,9.0,17.0,1.0,2.0,0.0,0.0,
F1,13/12/14,00:00,Bastia,Rennes,2.0,0.0,H,1.0,0.0,H,16.0,5.0,6.0,1.0,6.0,2.0,17.0,6.0,3.0,2.0,0.0,1.0,
F1,13/12/14,00:00,Lorient,Metz,3.0,1.0,H,3.0,0.0,H,21.0,11.0,8.0,2.0,3.0,7.0,7.0,17.0,1.0,1.0,0.0,0.0,
F1,13/12/14,00:00,Montpellier,Lens,3.0,3.0,D,2.0,2.0,D,12.0,16.0,5.0,7.0,5.0,3.0,15.0,30.0,2.0,2.0,0.0,0.0,
F1,13/12/14,00:00,Nantes,Bordeaux,2.0,1.0,H,1.0,1.0,D,6.0,11.0,1.0,5.0,3.0,4.0,17.0,15.0,1.0,1.0,0.0,0.0,
F1,13/12/14,00:00,Reims,Evian Thonon Gaillard,3.0,2.0,H,1.0,0.0,H,14.0,9.0,5.0,5.0,5.0,3.0,10.0,16.0,3.0,3.0,0.0,1.0,
F1,14/12/14,00:00,Guingamp,Paris SG,1.0,0.0,H,1.0,0.0,H,7.0,15.0,2.0,3.0,4.0,5.0,12.0,12.0,0.0,3.0,0.0,0.0,
F1,14/12/14,00:00,Lille,Toulouse,3.0,0.0,H,1.0,0.0,H,15.0,3.0,7.0,1.0,4.0,1.0,16.0,18.0,3.0,2.0,0.0,1.0,
F1,14/12/14,00:00,Monaco,Marseille,1.0,0.0,H,0.0,0.0,D,12.0,10.0,3.0,3.0,6.0,8.0,16.0,16.0,3.0,2.0,0.0,0.0,
F1,14/12/14,00:00,Nice,St Etienne,0.0,0.0,D,0.0,0.0,D,5.0,11.0,3.0,2.0,7.0,6.0,12.0,23.0,1.0,1.0,1.0,1.0,
F1,19/12/14,00:00,Lens,Nice,2.0,0.0,H,1.0,0.0,H,10.0,5.0,5.0,1.0,5.0,4.0,18.0,13.0,3.0,2.0,0.0,0.0,
F1,20/12/14,00:00,Caen,Bastia,1.0,1.0,D,0.0,1.0,A,13.0,9.0,1.0,3.0,2.0,1.0,14.0,15.0,1.0,3.0,0.0,0.0,
F1,20/12/14,00:00,Lorient,Nantes,1.0,2.0,A,0.0,1.0,A,20.0,14.0,10.0,7.0,7.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,
F1,20/12/14,00:00,Metz,Monaco,0.0,1.0,A,0.0,0.0,D,18.0,10.0,7.0,3.0,7.0,4.0,17.0,16.0,3.0,1.0,0.0,0.0,
F1,20/12/14,00:00,Paris SG,Montpellier,0.0,0.0,D,0.0,0.0,D,12.0,1.0,4.0,0.0,8.0,5.0,14.0,19.0,1.0,4.0,0.0,0.0,
F1,20/12/14,00:00,Rennes,Reims,1.0,3.0,A,1.0,0.0,H,7.0,12.0,2.0,5.0,2.0,4.0,13.0,9.0,2.0,3.0,0.0,0.0,
F1,20/12/14,00:00,Toulouse,Guingamp,1.0,1.0,D,1.0,1.0,D,11.0,10.0,5.0,3.0,7.0,5.0,15.0,12.0,2.0,0.0,0.0,0.0,
F1,21/12/14,00:00,Bordeaux,Lyon,0.0,5.0,A,0.0,1.0,A,11.0,18.0,4.0,9.0,3.0,2.0,11.0,12.0,1.0,1.0,1.0,0.0,
F1,21/12/14,00:00,Marseille,Lille,2.0,1.0,H,1.0,0.0,H,13.0,10.0,1.0,2.0,10.0,1.0,16.0,9.0,1.0,1.0,0.0,0.0,
F1,21/12/14,00:00,St Etienne,Evian Thonon Gaillard,3.0,0.0,H,2.0,0.0,H,7.0,6.0,4.0,1.0,7.0,2.0,8.0,12.0,1.0,0.0,0.0,0.0,
F1,07/01/15,00:00,Lille,Evian Thonon Gaillard,1.0,0.0,H,0.0,0.0,D,11.0,6.0,3.0,2.0,3.0,6.0,10.0,15.0,0.0,1.0,0.0,0.0,
F1,09/01/15,00:00,Montpellier,Marseille,2.0,1.0,H,1.0,0.0,H,12.0,12.0,4.0,4.0,3.0,2.0,17.0,23.0,0.0,3.0,0.0,0.0,
F1,10/01/15,00:00,Bastia,Paris SG,4.0,2.0,H,2.0,2.0,D,6.0,10.0,4.0,4.0,2.0,0.0,21.0,11.0,3.0,1.0,0.0,0.0,
F1,10/01/15,00:00,Evian Thonon Gaillard,Rennes,1.0,1.0,D,0.0,0.0,D,9.0,11.0,3.0,7.0,6.0,5.0,11.0,9.0,3.0,0.0,0.0,0.0,
F1,10/01/15,00:00,Guingamp,Lens,2.0,0.0,H,1.0,0.0,H,14.0,10.0,3.0,2.0,8.0,8.0,10.0,21.0,1.0,3.0,0.0,0.0,
F1,10/01/15,00:00,Lille,Caen,1.0,0.0,H,1.0,0.0,H,14.0,5.0,4.0,2.0,7.0,6.0,9.0,13.0,1.0,1.0,0.0,0.0,
F1,10/01/15,00:00,Nice,Lorient,3.0,1.0,H,1.0,1.0,D,20.0,5.0,9.0,1.0,8.0,1.0,14.0,11.0,1.0,0.0,0.0,0.0,
F1,10/01/15,00:00,Reims,St Etienne,1.0,2.0,A,0.0,1.0,A,25.0,14.0,7.0,6.0,9.0,5.0,14.0,15.0,3.0,1.0,1.0,0.0,
F1,11/01/15,00:00,Lyon,Toulouse,3.0,0.0,H,2.0,0.0,H,8.0,9.0,5.0,2.0,2.0,5.0,14.0,17.0,1.0,3.0,0.0,0.0,
F1,11/01/15,00:00,Monaco,Bordeaux,0.0,0.0,D,0.0,0.0,D,14.0,9.0,4.0,5.0,13.0,2.0,16.0,15.0,1.0,1.0,0.0,0.0,
F1,11/01/15,00:00,Nantes,Metz,0.0,0.0,D,0.0,0.0,D,11.0,9.0,1.0,3.0,4.0,4.0,13.0,18.0,1.0,3.0,0.0,0.0,
F1,16/01/15,00:00,Bordeaux,Nice,1.0,2.0,A,1.0,0.0,H,8.0,9.0,3.0,2.0,1.0,6.0,19.0,19.0,2.0,5.0,0.0,0.0,
F1,17/01/15,00:00,Caen,Reims,4.0,1.0,H,3.0,1.0,H,15.0,12.0,7.0,2.0,6.0,8.0,16.0,18.0,1.0,3.0,0.0,0.0,
F1,17/01/15,00:00,Lens,Lyon,0.0,2.0,A,0.0,2.0,A,12.0,8.0,4.0,4.0,7.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,
F1,17/01/15,00:00,Lorient,Lille,1.0,0.0,H,0.0,0.0,D,15.0,13.0,6.0,4.0,6.0,7.0,22.0,13.0,2.0,1.0,0.0,0.0,
