Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season
F1,09/12/17,00:00,Monaco,Troyes,3.0,2.0,H,0.0,1.0,A,19.0,5.0,6.0,3.0,16.0,1.0,14.0,22.0,4.0,5.0,0.0,0.0,
F1,09/12/17,00:00,Paris SG,Lille,3.0,1.0,H,1.0,0.0,H,14.0,7.0,5.0,2.0,5.0,4.0,14.0,19.0,2.0,2.0,0.0,0.0,
F1,09/12/17,00:00,Toulouse,Caen,2.0,0.0,H,0.0,0.0,D,10.0,11.0,3.0,3.0,4.0,5.0,15.0,10.0,1.0,2.0,0.0,0.0,
F1,10/12/17,00:00,Amiens,Lyon,1.0,2.0,A,1.0,0.0,H,14.0,12.0,6.0,3.0,2.0,2.0,11.0,15.0,1.0,2.0,0.0,0.0,
F1,10/12/17,00:00,Marseille,St Etienne,3.0,0.0,H,1.0,0.0,H,18.0,5.0,7.0,1.0,7.0,2.0,13.0,10.0,1.0,2.0,0.0,1.0,
F1,10/12/17,00:00,Nantes,Nice,1.0,2.0,A,1.0,1.0,D,22.0,12.0,4.0,5.0,5.0,3.0,13.0,12.0,1.0,4.0,0.0,0.0,
F1,15/12/17,00:00,St Etienne,Monaco,0.0,4.0,A,0.0,2.0,A,5.0,22.0,3.0,9.0,4.0,4.0,11.0,11.0,1.0,0.0,1.0,0.0,
F1,16/12/17,00:00,Caen,Guingamp,0.0,0.0,D,0.0,0.0,D,11.0,8.0,2.0,5.0,5.0,4.0,20.0,13.0,2.0,4.0,0.0,0.0,
F1,16/12/17,00:00,Dijon,Lille,3.0,0.0,H,3.0,0.0,H,13.0,9.0,8.0,5.0,3.0,4.0,14.0,9.0,1.0,1.0,0.0,0.0,
F1,16/12/17,00:00,Montpellier,Metz,1.0,3.0,A,1.0,1.0,D,9.0,6.0,3.0,4.0,3.0,2.0,10.0,21.0,1.0,2.0,0.0,0.0,
F1,16/12/17,00:00,Rennes,Paris SG,1.0,4.0,A,0.0,2.0,A,14.0,21.0,2.0,10.0,4.0,11.0,16.0,10.0,4.0,3.0,1.0,1.0,
F1,16/12/17,00:00,Strasbourg,Toulouse,2.0,1.0,H,1.0,1.0,D,9.0,11.0,5.0,3.0,5.0,5.0,17.0,15.0,2.0,4.0,0.0,0.0,
F1,16/12/17,00:00,Troyes,Amiens,1.0,0.0,H,0.0,0.0,D,19.0,11.0,7.0,3.0,9.0,0.0,18.0,14.0,4.0,2.0,0.0,0.0,
F1,17/12/17,00:00,Lyon,Marseille,2.0,0.0,H,1.0,0.0,H,8.0,19.0,5.0,5.0,5.0,10.0,10.0,19.0,0.0,2.0,0.0,0.0,
F1,17/12/17,00:00,Nantes,Angers,1.0,0.0,H,1.0,0.0,H,10.0,7.0,4.0,0.0,3.0,6.0,9.0,15.0,3.0,2.0,1.0,0.0,
F1,17/12/17,00:00,Nice,Bordeaux,1.0,0.0,H,1.0,0.0,H,11.0,10.0,3.0,1.0,2.0,4.0,10.0,15.0,1.0,2.0,0.0,0.0,
F1,20/12/17,00:00,Amiens,Nantes,0.0,1.0,A,0.0,0.0,D,12.0,14.0,5.0,5.0,5.0,2.0,17.0,13.0,3.0,2.0,0.0,0.0,
F1,20/12/17,00:00,Angers,Dijon,2.0,1.0,H,1.0,1.0,D,24.0,16.0,11.0,3.0,7.0,3.0,16.0,18.0,3.0,4.0,0.0,1.0,
F1,20/12/17,00:00,Bordeaux,Montpellier,0.0,2.0,A,0.0,0.0,D,8.0,14.0,1.0,6.0,4.0,2.0,14.0,13.0,3.0,3.0,0.0,0.0,
F1,20/12/17,00:00,Guingamp,St Etienne,2.0,1.0,H,0.0,0.0,D,27.0,3.0,6.0,3.0,10.0,0.0,13.0,13.0,3.0,2.0,0.0,1.0,
F1,20/12/17,00:00,Lille,Nice,1.0,1.0,D,0.0,1.0,A,5.0,8.0,1.0,3.0,3.0,4.0,18.0,11.0,2.0,4.0,0.0,0.0,
F1,20/12/17,00:00,Marseille,Troyes,3.0,1.0,H,1.0,1.0,D,20.0,8.0,8.0,3.0,8.0,2.0,11.0,13.0,1.0,0.0,0.0,0.0,
F1,20/12/17,00:00,Metz,Strasbourg,3.0,0.0,H,0.0,0.0,D,26.0,7.0,9.0,2.0,10.0,8.0,17.0,13.0,4.0,1.0,0.0,0.0,
F1,20/12/17,00:00,Monaco,Rennes,2.0,1.0,H,1.0,0.0,H,14.0,8.0,4.0,2.0,8.0,1.0,21.0,19.0,3.0,2.0,0.0,0.0,
F1,20/12/17,00:00,Paris SG,Caen,3.0,1.0,H,1.0,0.0,H,21.0,9.0,7.0,4.0,5.0,6.0,7.0,12.0,2.0,2.0,0.0,0.0,
F1,20/12/17,00:00,Toulouse,Lyon,1.0,2.0,A,0.0,1.0,A,17.0,14.0,5.0,10.0,8.0,4.0,16.0,11.0,3.0,2.0,0.0,0.0,
F1,12/01/18,00:00,Strasbourg,Guingamp,0.0,2.0,A,0.0,2.0,A,14.0,10.0,3.0,5.0,7.0,7.0,14.0,14.0,1.0,2.0,0.0,0.0,
F1,13/01/18,00:00,Caen,Lille,0.0,1.0,A,0.0,1.0,A,15.0,12.0,7.0,5.0,5.0,3.0,15.0,11.0,3.0,3.0,1.0,1.0,
F1,13/01/18,00:00,Dijon,Metz,1.0,1.0,D,1.0,0.0,H,12.0,12.0,7.0,6.0,6.0,7.0,10.0,15.0,2.0,2.0,1.0,0.0,
F1,13/01/18,00:00,Montpellier,Monaco,0.0,0.0,D,0.0,0.0,D,16.0,13.0,4.0,6.0,10.0,6.0,15.0,10.0,5.0,1.0,0.0,0.0,
F1,13/01/18,00:00,Nice,Amiens,1.0,0.0,H,0.0,0.0,D,20.0,9.0,7.0,3.0,7.0,1.0,10.0,13.0,1.0,0.0,0.0,0.0,
F1,13/01/18,00:00,Rennes,Marseille,0.0,3.0,A,0.0,2.0,A,13.0,18.0,3.0,5.0,3.0,2.0,8.0,18.0,1.0,2.0,0.0,0.0,
F1,13/01/18,00:00,Troyes,Bordeaux,0.0,1.0,A,0.0,1.0,A,8.0,10.0,3.0,4.0,2.0,2.0,15.0,13.0,4.0,0.0,0.0,0.0,
F1,14/01/18,00:00,Lyon,Angers,1.0,1.0,D,0.0,1.0,A,19.0,9.0,7.0,2.0,12.0,1.0,11.0,18.0,2.0,4.0,0.0,1.0,
F1,14/01/18,00:00,Nantes,Paris SG,0.0,1.0,A,0.0,1.0,A,13.0,20.0,3.0,3.0,2.0,5.0,17.0,11.0,3.0,2.0,1.0,0.0,
F1,14/01/18,00:00,St Etienne,Toulouse,2.0,0.0,H,1.0,0.0,H,11.0,19.0,5.0,8.0,4.0,10.0,14.0,22.0,1.0,3.0,0.0,0.0,
F1,16/01/18,00:00,Bordeaux,Caen,0.0,2.0,A,0.0,0.0,D,13.0,10.0,5.0,3.0,7.0,2.0,13.0,12.0,3.0,5.0,1.0,0.0,
F1,16/01/18,00:00,Marseille,Strasbourg,2.0,0.0,H,0.0,0.0,D,15.0,4.0,7.0,2.0,7.0,4.0,6.0,15.0,2.0,3.0,0.0,0.0,
F1,16/01/18,00:00,Monaco,Nice,2.0,2.0,D,1.0,0.0,H,6.0,9.0,3.0,5.0,6.0,3.0,10.0,12.0,4.0,4.0,0.0,0.0,
F1,17/01/18,00:00,Amiens,Montpellier,1.0,1.0,D,0.0,1.0,A,13.0,16.0,3.0,5.0,2.0,3.0,10.0,6.0,2.0,1.0,0.0,0.0,
F1,17/01/18,00:00,Angers,Troyes,3.0,1.0,H,1.0,0.0,H,12.0,8.0,5.0,2.0,8.0,2.0,15.0,17.0,0.0,5.0,0.0,0.0,
F1,17/01/18,00:00,Guingamp,Lyon,0.0,2.0,A,0.0,1.0,A,8.0,21.0,3.0,13.0,3.0,11.0,20.0,16.0,2.0,2.0,0.0,0.0,
F1,17/01/18,00:00,Lille,Rennes,1.0,2.0,A,1.0,0.0,H,11.0,22.0,3.0,12.0,2.0,9.0,15.0,4.0,1.0,0.0,0.0,0.0,
F1,17/01/18,00:00,Metz,St Etienne,3.0,0.0,H,2.0,0.0,H,19.0,7.0,12.0,4.0,6.0,3.0,14.0,11.0,1.0,4.0,0.0,1.0,
F1,17/01/18,00:00,Paris SG,Dijon,8.0,0.0,H,4.0,0.0,H,23.0,6.0,14.0,1.0,9.0,4.0,8.0,16.0,0.0,1.0,0.0,0.0,
F1,17/01/18,00:00,Toulouse,Nantes,1.0,1.0,D,0.0,1.0,A,15.0,11.0,3.0,2.0,3.0,2.0,17.0,16.0,2.0,4.0,0.0,0.0,
F1,19/01/18,00:00,Caen,Marseille,0.0,2.0,A,0.0,0.0,D,5.0,12.0,2.0,4.0,1.0,4.0,18.0,15.0,2.0,3.0,0.0,0.0,
F1,20/01/18,00:00,Amiens,Guingamp,3.0,1.0,H,1.0,1.0,D,13.0,6.0,6.0,1.0,7.0,3.0,9.0,11.0,0.0,2.0,0.0,0.0,
F1,20/01/18,00:00,Montpellier,Toulouse,2.0,1.0,H,1.0,1.0,D,22.0,9.0,5.0,3.0,5.0,4.0,18.0,13.0,1.0,4.0,0.0,1.0,
F1,20/01/18,00:00,Nantes,Bordeaux,0.0,1.0,A,0.0,1.0,A,14.0,9.0,4.0,3.0,3.0,5.0,19.0,11.0,1.0,2.0,0.0,0.0,
F1,20/01/18,00:00,Rennes,Angers,1.0,0.0,H,0.0,0.0,D,9.0,9.0,2.0,3.0,5.0,4.0,13.0,17.0,3.0,5.0,0.0,1.0,
F1,20/01/18,00:00,Strasbourg,Dijon,3.0,2.0,H,2.0,2.0,D,16.0,12.0,9.0,5.0,5.0,1.0,17.0,22.0,1.0,1.0,0.0,0.0,
F1,20/01/18,00:00,Troyes,Lille,1.0,0.0,H,1.0,0.0,H,7.0,9.0,2.0,1.0,5.0,6.0,13.0,10.0,0.0,2.0,0.0,0.0,
F1,21/01/18,00:00,Lyon,Paris SG,2.0,1.0,H,1.0,1.0,D,11.0,11.0,6.0,3.0,3.0,7.0,16.0,11.0,2.0,3.0,0.0,1.0,
F1,21/01/18,00:00,Monaco,Metz,3.0,1.0,H,1.0,0.0,H,13.0,3.0,6.0,2.0,6.0,3.0,11.0,15.0,1.0,1.0,0.0,1.0,
F1,21/01/18,00:00,Nice,St Etienne,1.0,0.0,H,1.0,0.0,H,7.0,9.0,2.0,2.0,4.0,4.0,15.0,23.0,3.0,1.0,0.0,0.0,
F1,26/01/18,00:00,Dijon,Rennes,2.0,1.0,H,1.0,1.0,D,14.0,13.0,4.0,4.0,3.0,5.0,10.0,17.0,3.0,2.0,0.0,0.0,
F1,27/01/18,00:00,Angers,Amiens,1.0,0.0,H,1.0,0.0,H,16.0,3.0,7.0,0.0,5.0,4.0,14.0,19.0,1.0,3.0,0.0,0.0,
F1,27/01/18,00:00,Guingamp,Nantes,0.0,3.0,A,0.0,0.0,D,6.0,13.0,0.0,5.0,3.0,9.0,9.0,17.0,2.0,3.0,0.0,0.0,
F1,27/01/18,00:00,Metz,Nice,2.0,1.0,H,0.0,0.0,D,15.0,13.0,5.0,5.0,4.0,2.0,26.0,19.0,4.0,5.0,0.0,1.0,
F1,27/01/18,00:00,Paris SG,Montpellier,4.0,0.0,H,2.0,0.0,H,11.0,16.0,7.0,3.0,2.0,10.0,16.0,11.0,1.0,2.0,0.0,0.0,
F1,27/01/18,00:00,St Etienne,Caen,2.0,1.0,H,1.0,1.0,D,12.0,14.0,4.0,3.0,3.0,8.0,12.0,17.0,2.0,1.0,0.0,0.0,
F1,27/01/18,00:00,Toulouse,Troyes,1.0,0.0,H,1.0,0.0,H,20.0,1.0,7.0,0.0,6.0,2.0,11.0,15.0,1.0,4.0,0.0,1.0,
F1,28/01/18,00:00,Bordeaux,Lyon,3.0,1.0,H,3.0,1.0,H,9.0,9.0,4.0,4.0,2.0,1.0,17.0,12.0,3.0,3.0,1.0,0.0,
F1,28/01/18,00:00,Lille,Strasbourg,2.0,1.0,H,0.0,0.0,D,8.0,11.0,5.0,2.0,6.0,2.0,5.0,11.0,1.0,1.0,0.0,0.0,
F1,28/01/18,00:00,Marseille,Monaco,2.0,2.0,D,1.0,1.0,D,17.0,9.0,6.0,3.0,5.0,7.0,20.0,15.0,3.0,2.0,0.0,0.0,
F1,02/02/18,00:00,Marseille,Metz,6.0,3.0,H,3.0,0.0,H,18.0,18.0,10.0,8.0,3.0,5.0,9.0,17.0,1.0,0.0,0.0,0.0,
F1,03/02/18,00:00,Amiens,St Etienne,0.0,2.0,A,0.0,0.0,D,8.0,16.0,0.0,8.0,3.0,4.0,10.0,16.0,2.0,1.0,0.0,0.0,
F1,03/02/18,00:00,Lille,Paris SG,0.0,3.0,A,0.0,1.0,A,10.0,19.0,3.0,9.0,3.0,9.0,11.0,4.0,1.0,1.0,0.0,0.0,
F1,03/02/18,00:00,Montpellier,Angers,2.0,1.0,H,1.0,1.0,D,8.0,8.0,3.0,2.0,5.0,1.0,10.0,10.0,0.0,2.0,0.0,0.0,
F1,03/02/18,00:00,Nice,Toulouse,0.0,1.0,A,0.0,0.0,D,14.0,6.0,2.0,1.0,11.0,1.0,14.0,13.0,2.0,2.0,0.0,0.0,
F1,03/02/18,00:00,Strasbourg,Bordeaux,0.0,2.0,A,0.0,1.0,A,9.0,7.0,0.0,4.0,7.0,2.0,13.0,15.0,1.0,4.0,0.0,0.0,
F1,04/02/18,00:00,Caen,Nantes,3.0,2.0,H,1.0,1.0,D,16.0,14.0,7.0,4.0,6.0,4.0,11.0,9.0,1.0,2.0,0.0,0.0,
F1,04/02/18,00:00,Monaco,Lyon,3.0,2.0,H,2.0,2.0,D,12.0,13.0,7.0,4.0,3.0,7.0,18.0,15.0,3.0,3.0,1.0,0.0,
F1,04/02/18,00:00,Rennes,Guingamp,0.0,1.0,A,0.0,0.0,D,13.0,11.0,5.0,4.0,4.0,4.0,20.0,12.0,2.0,4.0,0.0,0.0,
F1,09/02/18,00:00,St Etienne,Marseille,2.0,2.0,D,1.0,2.0,A,7.0,12.0,3.0,4.0,2.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0,
F1,10/02/18,00:00,Angers,Monaco,0.0,4.0,A,0.0,2.0,A,11.0,10.0,1.0,6.0,4.0,3.0,11.0,6.0,1.0,0.0,0.0,0.0,
F1,10/02/18,00:00,Bordeaux,Amiens,3.0,2.0,H,2.0,0.0,H,14.0,19.0,4.0,6.0,7.0,11.0,11.0,13.0,0.0,1.0,0.0,0.0,
F1,10/02/18,00:00,Dijon,Nice,3.0,2.0,H,0.0,0.0,D,11.0,14.0,3.0,5.0,4.0,8.0,14.0,14.0,2.0,3.0,0.0,0.0,
F1,10/02/18,00:00,Guingamp,Caen,0.0,0.0,D,0.0,0.0,D,6.0,12.0,1.0,2.0,1.0,7.0,12.0,17.0,1.0,2.0,0.0,0.0,
F1,10/02/18,00:00,Metz,Montpellier,0.0,1.0,A,0.0,1.0,A,12.0,16.0,5.0,8.0,11.0,6.0,15.0,11.0,2.0,1.0,0.0,0.0,
F1,10/02/18,00:00,Toulouse,Paris SG,0.0,1.0,A,0.0,0.0,D,3.0,21.0,1.0,6.0,0.0,10.0,20.0,13.0,4.0,2.0,0.0,0.0,
F1,11/02/18,00:00,Lyon,Rennes,0.0,2.0,A,0.0,1.0,A,19.0,6.0,6.0,3.0,10.0,1.0,16.0,8.0,2.0,1.0,0.0,0.0,
F1,11/02/18,00:00,Nantes,Lille,2.0,2.0,D,1.0,0.0,H,20.0,7.0,6.0,4.0,5.0,7.0,9.0,11.0,0.0,1.0,0.0,0.0,
F1,11/02/18,00:00,Strasbourg,Troyes,2.0,1.0,H,0.0,0.0,D,12.0,12.0,2.0,4.0,4.0,6.0,9.0,14.0,2.0,2.0,0.0,0.0,
F1,16/02/18,00:00,Monaco,Dijon,4.0,0.0,H,1.0,0.0,H,14.0,7.0,5.0,4.0,5.0,5.0,11.0,13.0,2.0,1.0,0.0,0.0,
F1,17/02/18,00:00,Amiens,Toulouse,0.0,0.0,D,0.0,0.0,D,6.0,12.0,1.0,5.0,2.0,6.0,11.0,15.0,1.0,0.0,1.0,0.0,
F1,17/02/18,00:00,Angers,St Etienne,0.0,1.0,A,0.0,0.0,D,19.0,10.0,4.0,3.0,10.0,5.0,14.0,14.0,1.0,2.0,0.0,0.0,
F1,17/02/18,00:00,Caen,Rennes,2.0,2.0,D,1.0,2.0,A,18.0,11.0,6.0,5.0,12.0,11.0,4.0,8.0,2.0,0.0,0.0,0.0,
F1,17/02/18,00:00,Montpellier,Guingamp,1.0,1.0,D,0.0,1.0,A,19.0,4.0,5.0,1.0,4.0,2.0,8.0,15.0,1.0,1.0,0.0,0.0,
F1,17/02/18,00:00,Paris SG,Strasbourg,5.0,2.0,H,3.0,1.0,H,20.0,12.0,11.0,2.0,4.0,6.0,9.0,15.0,2.0,3.0,0.0,0.0,
F1,17/02/18,00:00,Troyes,Metz,1.0,0.0,H,0.0,0.0,D,18.0,10.0,9.0,4.0,10.0,4.0,9.0,9.0,1.0,2.0,0.0,0.0,
F1,18/02/18,00:00,Lille,Lyon,2.0,2.0,D,0.0,2.0,A,14.0,13.0,5.0,5.0,7.0,3.0,12.0,9.0,0.0,4.0,0.0,0.0,
F1,18/02/18,00:00,Marseille,Bordeaux,1.0,0.0,H,1.0,0.0,H,12.0,5.0,8.0,1.0,7.0,4.0,11.0,12.0,2.0,2.0,0.0,0.0,
F1,18/02/18,00:00,Nice,Nantes,1.0,1.0,D,1.0,1.0,D,12.0,9.0,4.0,3.0,14.0,4.0,13.0,9.0,2.0,0.0,0.0,0.0,
F1,20/02/18,00:00,Troyes,Dijon,0.0,0.0,D,0.0,0.0,D,9.0,7.0,3.0,1.0,8.0,6.0,15.0,12.0,2.0,1.0,0.0,0.0,
F1,23/02/18,00:00,Strasbourg,Montpellier,0.0,0.0,D,0.0,0.0,D,11.0,8.0,3.0,2.0,4.0,3.0,17.0,11.0,2.0,3.0,0.0,0.0,
F1,24/02/18,00:00,Dijon,Caen,2.0,0.0,H,1.0,0.0,H,13.0,13.0,3.0,2.0,5.0,8.0,6.0,16.0,1.0,4.0,0.0,0.0,
F1,24/02/18,00:00,Guingamp,Metz,2.0,2.0,D,1.0,1.0,D,17.0,5.0,8.0,2.0,5.0,5.0,15.0,16.0,3.0,4.0,0.0,0.0,
F1,24/02/18,00:00,Lille,Angers,1.0,2.0,A,0.0,0.0,D,14.0,14.0,3.0,9.0,4.0,5.0,12.0,11.0,0.0,2.0,0.0,0.0,
F1,24/02/18,00:00,Nantes,Amiens,0.0,1.0,A,0.0,1.0,A,27.0,8.0,4.0,1.0,8.0,6.0,10.0,16.0,2.0,2.0,0.0,0.0,
F1,24/02/18,00:00,Rennes,Troyes,2.0,0.0,H,0.0,0.0,D,11.0,8.0,6.0,0.0,5.0,5.0,9.0,11.0,3.0,1.0,0.0,1.0,
F1,24/02/18,00:00,Toulouse,Monaco,3.0,3.0,D,1.0,1.0,D,9.0,9.0,6.0,5.0,6.0,6.0,13.0,15.0,1.0,3.0,0.0,0.0,
F1,25/02/18,00:00,Bordeaux,Nice,0.0,0.0,D,0.0,0.0,D,23.0,3.0,6.0,0.0,6.0,0.0,17.0,17.0,2.0,2.0,0.0,0.0,
F1,25/02/18,00:00,Lyon,St Etienne,1.0,1.0,D,1.0,0.0,H,9.0,8.0,5.0,2.0,3.0,7.0,9.0,23.0,1.0,3.0,0.0,0.0,
F1,25/02/18,00:00,Paris SG,Marseille,3.0,0.0,H,2.0,0.0,H,10.0,15.0,3.0,6.0,3.0,6.0,21.0,18.0,6.0,5.0,0.0,0.0,
F1,02/03/18,00:00,Monaco,Bordeaux,2.0,1.0,H,1.0,1.0,D,18.0,6.0,5.0,1.0,7.0,3.0,9.0,13.0,0.0,1.0,0.0,0.0,
F1,02/03/18,00:00,Nice,Lille,2.0,1.0,H,1.0,0.0,H,23.0,12.0,10.0,5.0,8.0,4.0,9.0,12.0,3.0,1.0,0.0,0.0,
F1,03/03/18,00:00,Amiens,Rennes,0.0,2.0,A,0.0,1.0,A,14.0,18.0,3.0,5.0,6.0,3.0,19.0,16.0,2.0,3.0,0.0,0.0,
F1,03/03/18,00:00,Angers,Guingamp,3.0,0.0,H,1.0,0.0,H,15.0,12.0,6.0,3.0,6.0,3.0,14.0,8.0,1.0,1.0,0.0,0.0,
F1,03/03/18,00:00,Metz,Toulouse,1.0,1.0,D,1.0,0.0,H,12.0,18.0,1.0,4.0,4.0,9.0,7.0,14.0,0.0,4.0,1.0,0.0,
F1,03/03/18,00:00,St Etienne,Dijon,2.0,2.0,D,1.0,1.0,D,13.0,9.0,7.0,5.0,8.0,6.0,10.0,15.0,0.0,4.0,0.0,0.0,
F1,03/03/18,00:00,Troyes,Paris SG,0.0,2.0,A,0.0,0.0,D,10.0,20.0,2.0,13.0,2.0,4.0,7.0,6.0,3.0,1.0,0.0,0.0,
F1,04/03/18,00:00,Caen,Strasbourg,2.0,0.0,H,1.0,0.0,H,7.0,11.0,4.0,2.0,5.0,3.0,14.0,12.0,4.0,2.0,0.0,0.0,
F1,04/03/18,00:00,Marseille,Nantes,1.0,1.0,D,0.0,1.0,A,22.0,9.0,5.0,3.0,8.0,4.0,7.0,19.0,3.0,4.0,0.0,1.0,
F1,04/03/18,00:00,Montpellier,Lyon,1.0,1.0,D,1.0,0.0,H,10.0,19.0,5.0,4.0,4.0,4.0,15.0,6.0,2.0,2.0,0.0,0.0,
F1,09/03/18,00:00,Strasbourg,Monaco,1.0,3.0,A,1.0,3.0,A,29.0,10.0,5.0,4.0,5.0,3.0,13.0,14.0,0.0,1.0,0.0,0.0,
F1,10/03/18,00:00,Bordeaux,Angers,0.0,0.0,D,0.0,0.0,D,12.0,9.0,2.0,0.0,3.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,
F1,10/03/18,00:00,Dijon,Amiens,1.0,1.0,D,0.0,1.0,A,10.0,10.0,3.0,4.0,5.0,1.0,12.0,13.0,3.0,0.0,0.0,0.0,
F1,10/03/18,00:00,Lille,Montpellier,1.0,1.0,D,1.0,0.0,H,5.0,13.0,2.0,4.0,3.0,6.0,17.0,12.0,2.0,2.0,0.0,0.0,
F1,10/03/18,00:00,Nantes,Troyes,1.0,0.0,H,0.0,0.0,D,19.0,8.0,3.0,0.0,5.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0,
F1,10/03/18,00:00,Paris SG,Metz,5.0,0.0,H,4.0,0.0,H,18.0,6.0,10.0,3.0,9.0,2.0,10.0,10.0,0.0,1.0,0.0,0.0,
F1,10/03/18,00:00,Rennes,St Etienne,1.0,1.0,D,0.0,1.0,A,18.0,9.0,7.0,3.0,8.0,4.0,16.0,14.0,0.0,4.0,0.0,0.0,
F1,11/03/18,00:00,Guingamp,Nice,2.0,5.0,A,1.0,1.0,D,12.0,17.0,6.0,5.0,6.0,5.0,24.0,8.0,3.0,1.0,0.0,0.0,
F1,11/03/18,00:00,Lyon,Caen,1.0,0.0,H,0.0,0.0,D,20.0,6.0,4.0,1.0,4.0,2.0,3.0,8.0,1.0,1.0,0.0,0.0,
F1,11/03/18,00:00,Toulouse,Marseille,1.0,2.0,A,1.0,1.0,D,9.0,23.0,4.0,9.0,3.0,7.0,16.0,19.0,2.0,3.0,0.0,0.0,
F1,14/03/18,00:00,Paris SG,Angers,2.0,1.0,H,2.0,0.0,H,14.0,20.0,7.0,8.0,7.0,8.0,7.0,11.0,1.0,2.0,1.0,0.0,
F1,16/03/18,00:00,Monaco,Lille,2.0,1.0,H,1.0,1.0,D,10.0,14.0,4.0,5.0,4.0,2.0,13.0,10.0,2.0,0.0,0.0,0.0,
F1,17/03/18,00:00,Amiens,Troyes,1.0,1.0,D,1.0,0.0,H,8.0,11.0,1.0,5.0,4.0,4.0,13.0,11.0,1.0,1.0,0.0,0.0,
F1,17/03/18,00:00,Angers,Caen,3.0,0.0,H,2.0,0.0,H,13.0,8.0,6.0,2.0,1.0,4.0,11.0,9.0,1.0,2.0,0.0,0.0,
F1,17/03/18,00:00,Bordeaux,Rennes,0.0,2.0,A,0.0,0.0,D,9.0,6.0,2.0,3.0,4.0,2.0,13.0,8.0,2.0,1.0,0.0,0.0,
F1,17/03/18,00:00,Montpellier,Dijon,2.0,2.0,D,0.0,1.0,A,18.0,10.0,11.0,7.0,4.0,5.0,16.0,13.0,1.0,4.0,0.0,0.0,
F1,17/03/18,00:00,Toulouse,Strasbourg,2.0,2.0,D,0.0,0.0,D,11.0,12.0,6.0,4.0,6.0,2.0,12.0,11.0,2.0,1.0,0.0,0.0,
F1,18/03/18,00:00,Marseille,Lyon,2.0,3.0,A,1.0,1.0,D,10.0,11.0,5.0,6.0,2.0,4.0,12.0,14.0,2.0,3.0,0.0,0.0,
F1,18/03/18,00:00,Metz,Nantes,1.0,1.0,D,1.0,1.0,D,8.0,15.0,4.0,4.0,3.0,4.0,7.0,10.0,2.0,0.0,0.0,0.0,
F1,18/03/18,00:00,Nice,Paris SG,1.0,2.0,A,1.0,1.0,D,14.0,19.0,4.0,7.0,5.0,4.0,8.0,12.0,0.0,1.0,0.0,0.0,
F1,18/03/18,00:00,St Etienne,Guingamp,2.0,0.0,H,1.0,0.0,H,16.0,9.0,6.0,3.0,7.0,5.0,16.0,12.0,2.0,3.0,0.0,0.0,
F1,31/03/18,00:00,Dijon,Marseille,1.0,3.0,A,0.0,1.0,A,12.0,11.0,2.0,5.0,6.0,6.0,11.0,15.0,2.0,3.0,1.0,0.0,
F1,01/04/18,00:00,Caen,Montpellier,1.0,3.0,A,0.0,2.0,A,8.0,9.0,5.0,6.0,4.0,4.0,22.0,11.0,2.0,2.0,0.0,0.0,
F1,01/04/18,00:00,Guingamp,Bordeaux,2.0,1.0,H,0.0,0.0,D,14.0,15.0,6.0,6.0,5.0,5.0,12.0,14.0,1.0,2.0,0.0,0.0,
F1,01/04/18,00:00,Lille,Amiens,0.0,1.0,A,0.0,0.0,D,15.0,10.0,3.0,2.0,3.0,3.0,9.0,15.0,0.0,2.0,0.0,0.0,
F1,01/04/18,00:00,Lyon,Toulouse,2.0,0.0,H,2.0,0.0,H,20.0,10.0,5.0,6.0,8.0,3.0,14.0,9.0,1.0,1.0,0.0,0.0,
F1,01/04/18,00:00,Nantes,St Etienne,0.0,3.0,A,0.0,1.0,A,20.0,15.0,4.0,8.0,6.0,4.0,16.0,12.0,3.0,0.0,0.0,0.0,
F1,01/04/18,00:00,Strasbourg,Metz,2.0,2.0,D,1.0,1.0,D,18.0,11.0,5.0,5.0,5.0,1.0,16.0,23.0,5.0,4.0,1.0,1.0,
F1,01/04/18,00:00,Troyes,Nice,0.0,2.0,A,0.0,1.0,A,11.0,15.0,3.0,6.0,8.0,5.0,16.0,5.0,1.0,0.0,0.0,0.0,
F1,04/04/18,00:00,Rennes,Monaco,1.0,1.0,D,1.0,1.0,D,20.0,8.0,7.0,2.0,8.0,1.0,28.0,17.0,0.0,2.0,0.0,0.0,
F1,06/04/18,00:00,St Etienne,Paris SG,1.0,1.0,D,1.0,0.0,H,16.0,8.0,5.0,2.0,11.0,3.0,5.0,16.0,1.0,4.0,0.0,1.0,
F1,07/04/18,00:00,Amiens,Caen,3.0,0.0,H,2.0,0.0,H,11.0,14.0,4.0,7.0,7.0,4.0,14.0,14.0,3.0,1.0,0.0,0.0,
F1,07/04/18,00:00,Angers,Strasbourg,1.0,1.0,D,1.0,0.0,H,3.0,11.0,2.0,5.0,2.0,9.0,10.0,17.0,1.0,1.0,0.0,0.0,
F1,07/04/18,00:00,Bordeaux,Lille,2.0,1.0,H,2.0,1.0,H,15.0,7.0,6.0,1.0,7.0,2.0,14.0,12.0,1.0,3.0,0.0,1.0,
