Season,Team,Rank,Points,Strength_Rank_Based,Pythagorean_Exp,Avg_Goals_Scored,Avg_Goals_Conceded,Home_Dependency
2021-2022,St Etienne,18,32,0.1428571428571429,0.22929936305732485,1.105263157894737,2.026315789473684,0.5625
2021-2022,Bordeaux,19,31,0.09523809523809523,0.24615384615384617,1.368421052631579,2.3947368421052633,0.5161290322580645
2021-2022,Metz,20,31,0.04761904761904767,0.20464416972936852,0.9210526315789473,1.8157894736842106,0.5161290322580645
2022-2023,Paris SG,1,85,0.9523809523809523,0.8319504253754858,2.3421052631578947,1.0526315789473684,0.4823529411764706
2022-2023,Lens,2,84,0.9047619047619048,0.8461116193961573,1.7894736842105263,0.7631578947368421,0.6190476190476191
2022-2023,Marseille,3,73,0.8571428571428572,0.7372310724256856,1.763157894736842,1.0526315789473684,0.4657534246575342
2022-2023,Rennes,4,68,0.8095238095238095,0.7578796561604585,1.8157894736842106,1.0263157894736843,0.6617647058823529
2022-2023,Lille,5,67,0.7619047619047619,0.6857652978412595,1.7105263157894737,1.1578947368421053,0.6417910447761194
2022-2023,Monaco,6,65,0.7142857142857143,0.5929332042594385,1.8421052631578947,1.5263157894736843,0.46153846153846156
2022-2023,Lyon,7,62,0.6666666666666667,0.6566677028287224,1.7105263157894737,1.236842105263158,0.5645161290322581
2022-2023,Clermont,8,59,0.6190476190476191,0.45752372345232717,1.1842105263157894,1.2894736842105263,0.5084745762711864
2022-2023,Nice,9,58,0.5714285714285714,0.627280152463926,1.263157894736842,0.9736842105263158,0.4827586206896552
2022-2023,Lorient,10,55,0.5238095238095238,0.4904770542354435,1.368421052631579,1.394736842105263,0.5636363636363636
2022-2023,Reims,11,51,0.47619047619047616,0.5,1.1842105263157894,1.1842105263157894,0.5882352941176471
2022-2023,Montpellier,12,50,0.4285714285714286,0.5236088734663527,1.7105263157894737,1.631578947368421,0.48
2022-2023,Toulouse,13,48,0.38095238095238093,0.44461538461538463,1.3421052631578947,1.5,0.5
2022-2023,Brest,14,44,0.33333333333333337,0.39901071723000825,1.1578947368421053,1.4210526315789473,0.5909090909090909
2022-2023,Strasbourg,15,40,0.2857142857142857,0.4276553765208813,1.3421052631578947,1.5526315789473684,0.55
2022-2023,Nantes,16,36,0.23809523809523814,0.3115612198452435,0.9736842105263158,1.4473684210526316,0.6388888888888888
2022-2023,Auxerre,17,35,0.19047619047619047,0.2358490566037736,0.9210526315789473,1.6578947368421053,0.6285714285714286
2022-2023,Ajaccio,18,26,0.1428571428571429,0.0880932556203164,0.6052631578947368,1.9473684210526316,0.5769230769230769
2022-2023,Troyes,19,24,0.09523809523809523,0.2358490566037736,1.1842105263157894,2.1315789473684212,0.5833333333333334
2022-2023,Angers,20,18,0.04761904761904767,0.1423529411764706,0.868421052631579,2.1315789473684212,0.6666666666666666
2023-2024,Paris SG,1,76,0.9523809523809523,0.8576470588235294,2.3823529411764706,0.9705882352941176,0.4342105263157895
2023-2024,Monaco,2,67,0.9047619047619048,0.7238572323105823,2.0,1.2352941176470589,0.4925373134328358
2023-2024,Brest,3,61,0.8571428571428572,0.7084489281210593,1.5588235294117647,1.0,0.5081967213114754
2023-2024,Lille,4,59,0.8095238095238095,0.7005181347150259,1.5294117647058822,1.0,0.6271186440677966
2023-2024,Nice,5,55,0.7619047619047619,0.6554690700532568,1.1764705882352942,0.8529411764705882,0.5636363636363636
2023-2024,Lyon,6,53,0.7142857142857143,0.44249907851087356,1.4411764705882353,1.6176470588235294,0.4716981132075472
2023-2024,Lens,7,51,0.6666666666666667,0.5966411314083677,1.3235294117647058,1.088235294117647,0.6078431372549019
2023-2024,Marseille,8,50,0.6190476190476191,0.6166476624857469,1.5294117647058822,1.2058823529411764,0.72
2023-2024,Reims,9,47,0.5714285714285714,0.4439969796123836,1.2352941176470589,1.3823529411764706,0.574468085106383
2023-2024,Rennes,10,46,0.5238095238095238,0.5703553299492385,1.5588235294117647,1.3529411764705883,0.5434782608695652
2023-2024,Toulouse,11,43,0.47619047619047616,0.45463917525773195,1.2352941176470589,1.3529411764705883,0.37209302325581395
2023-2024,Montpellier,12,42,0.4285714285714286,0.4452203226583193,1.2647058823529411,1.411764705882353,0.42857142857142855
2023-2024,Strasbourg,13,39,0.38095238095238093,0.3661257606490872,1.1176470588235294,1.4705882352941178,0.6153846153846154
2023-2024,Nantes,14,33,0.33333333333333337,0.22929936305732485,0.8823529411764706,1.6176470588235294,0.36363636363636365
2023-2024,Le Havre,15,32,0.2857142857142857,0.3634077334171644,1.0,1.3235294117647058,0.625
2023-2024,Lorient,16,29,0.23809523809523814,0.29798549556809023,1.2647058823529411,1.9411764705882353,0.5517241379310345
2023-2024,Metz,17,29,0.19047619047619047,0.2669426890390063,1.0294117647058822,1.7058823529411764,0.41379310344827586
2023-2024,Clermont,18,25,0.1428571428571429,0.1580916744621141,0.7647058823529411,1.7647058823529411,0.56
2024-2025,Paris SG,1,84,0.9523809523809523,0.8735679636701414,2.7058823529411766,1.0294117647058822,0.5238095238095238
2024-2025,Marseille,2,65,0.9047619047619048,0.7125569290826285,2.176470588235294,1.3823529411764706,0.5230769230769231
2024-2025,Monaco,3,61,0.8571428571428572,0.7024778761061947,1.8529411764705883,1.2058823529411764,0.639344262295082
2024-2025,Lille,4,60,0.8095238095238095,0.676,1.5294117647058822,1.0588235294117647,0.6166666666666667
2024-2025,Nice,5,60,0.7619047619047619,0.7215504389597482,1.9411764705882353,1.2058823529411764,0.6166666666666667
2024-2025,Lyon,6,57,0.7142857142857143,0.6662986910581927,1.911764705882353,1.3529411764705883,0.6140350877192983
2024-2025,Strasbourg,7,57,0.6666666666666667,0.6182965299684543,1.6470588235294117,1.2941176470588236,0.6140350877192983
2024-2025,Lens,8,52,0.6190476190476191,0.536986301369863,1.2352941176470589,1.1470588235294117,0.4423076923076923
2024-2025,Brest,9,50,0.5714285714285714,0.4371867421180275,1.5294117647058822,1.7352941176470589,0.66
2024-2025,Auxerre,10,42,0.5238095238095238,0.46972477064220186,1.411764705882353,1.5,0.6428571428571429
2024-2025,Toulouse,11,42,0.47619047619047616,0.5114927344782034,1.2941176470588236,1.2647058823529411,0.47619047619047616
2024-2025,Rennes,12,41,0.4285714285714286,0.5099000196039992,1.5,1.4705882352941178,0.6829268292682927
2024-2025,Angers,13,36,0.38095238095238093,0.26715366553613357,0.9411764705882353,1.5588235294117647,0.4722222222222222
2024-2025,Nantes,14,36,0.33333333333333337,0.36,1.1470588235294117,1.5294117647058822,0.5833333333333334
2024-2025,Le Havre,15,34,0.2857142857142857,0.24092757114892335,1.1764705882352942,2.088235294117647,0.3235294117647059
2024-2025,Reims,16,33,0.23809523809523814,0.33020012128562765,0.9705882352941176,1.3823529411764706,0.48484848484848486
2024-2025,St Etienne,17,30,0.19047619047619047,0.20416107382550336,1.1470588235294117,2.264705882352941,0.7
2024-2025,Montpellier,18,16,0.1428571428571429,0.07813884785819793,0.6764705882352942,2.323529411764706,0.8125
2025-2026,Lens,1,37,0.9523809523809523,0.8226652675760755,1.75,0.8125,0.5675675675675675
2025-2026,Paris SG,2,36,0.9047619047619048,0.8620689655172413,2.1875,0.875,0.5277777777777778
2025-2026,Lille,3,32,0.8571428571428572,0.7313633310946944,2.0625,1.25,0.59375
2025-2026,Marseille,4,32,0.8095238095238095,0.8520710059171598,2.25,0.9375,0.625
2025-2026,Lyon,5,27,0.7619047619047619,0.654054054054054,1.375,1.0,0.6666666666666666
2025-2026,Rennes,6,27,0.7142857142857143,0.5586206896551724,1.6875,1.5,0.6296296296296297
2025-2026,Monaco,7,23,0.6666666666666667,0.4811387900355872,1.625,1.6875,0.6956521739130435
2025-2026,Strasbourg,8,23,0.6190476190476191,0.6097560975609756,1.5625,1.25,0.6956521739130435
2025-2026,Toulouse,9,23,0.5714285714285714,0.6147278548559232,1.5,1.1875,0.5217391304347826
2025-2026,Angers,10,22,0.5238095238095238,0.47145187601957583,1.0625,1.125,0.6363636363636364
2025-2026,Brest,11,19,0.47619047619047616,0.3769230769230769,1.3125,1.6875,0.631578947368421
2025-2026,Lorient,12,18,0.4285714285714286,0.31528384279475985,1.1875,1.75,0.8333333333333334
2025-2026,Nice,13,17,0.38095238095238093,0.3003327787021631,1.1875,1.8125,0.7647058823529411
2025-2026,Paris FC,14,16,0.33333333333333337,0.34399375975039004,1.3125,1.8125,0.5
2025-2026,Le Havre,15,15,0.2857142857142857,0.25880551301684535,0.8125,1.375,0.6666666666666666
2025-2026,Auxerre,16,12,0.23809523809523814,0.2387332521315469,0.875,1.5625,0.8333333333333334
2025-2026,Metz,17,11,0.19047619047619047,0.17430639324487335,1.0625,2.3125,0.7272727272727273
2025-2026,Nantes,18,11,0.1428571428571429,0.2,0.875,1.75,0.45454545454545453
